SQ_CANDIDATO,VR_BEM_CANDIDATO,DS_CARGO,QT_VOTOS,NM_VOTAVEL
210000663143,35000000000.0,Vereador,76,VANILDO BATISTA DE LIMA
210000663144,50000000000.0,Vereador,92,DÉBORA SILVA DA COSTA
210000663145,329000000000.0,Vereador,136,ALEX DO AMARAL RAMOS
210000663349,22206000000.0,Prefeito,130,EMILSON OLIVEIRA DOS SANTOS
210000663379,903000000000.0,Vereador,279,ANILDA WAIDE JAHN
210000663380,8500000000.0,Vereador,165,ERENI RODRIGUES
210000663381,25000000000.0,Vereador,249,JOSÉ BATISTA ROBATTINI
210000663382,2000000000.0,Vereador,466,VANESSA INÊS MEILI
210000663383,95000000000.0,Vereador,119,ANTONIO CARLOS DA SILVA RODRIGUES
210000663384,4899230000.0,Vereador,390,LUIS CARLOS SOARES MARION
210000663385,138890870000.0,Vereador,139,ALAIR RODRIGUES
210000663386,78461570000.0,Vereador,162,CRISTIANE DIAS
210000663387,202000000000.0,Vereador,179,MAICON ALBERTO ECKE
210000663469,12000000000.0,Vereador,112,DANIELI FARIA DA SILVA
210000663471,9500000000.0,Vereador,79,ADRIANA NUNES AMARO DE ASSIS
210000663472,1589700000000.0,Vereador,383,ISABEL CRISTINA SOUZA FONSECA DE QUADROS
210000663474,74204000000.0,Vereador,122,CLAUDIA SOARES MARQUES
210000663476,30400000000.0,Vereador,72,FRANCIELE PEREIRA LUMERTZ
210000663478,250000000000.0,Vereador,29,GENIVALDO SOUZA GARCIA
210000663479,524500000000.0,Vereador,316,IBARU RODRIGUES BARBOZA
210000663480,474000000000.0,Vereador,273,EVERSON ALVES BITENCOURT
210000663481,2500000000.0,Vereador,249,JEFERSON LUIS RODRIGUES BORGES
210000663482,1125000000000.0,Vereador,478,EZEQUIEL DOS SANTOS KNEVITZ
210000663483,23800000000.0,Vereador,283,PAULO SERGIO DA LUZ PEDROSO
210000663484,58000000000.0,Vereador,11,JULIO CESAR DA CUNHA SANTOS
210000663485,155000000000.0,Vereador,84,PAULO SERGIO DOS SANTOS
210000663487,10000000000.0,Vereador,147,CLENIO DE BORBA OLIVEIRA
210000663490,115400000000.0,Vereador,28,JORGE LUIS GUSMAO MARTINS
210000663493,174077000000.0,Vereador,48,JOÃO PORFIRIO SOARES
210000663508,9500000000.0,Vereador,80,MARCOS HENRICHSEN ECKERDT
210000663509,49465610000.0,Vereador,67,LONI BREUNIG GAERTNER
210000663510,187000000000.0,Vereador,24,ANDREA DE MATTOS REIS
210000663511,375102270000.0,Vereador,40,JOÃO ALFONSO HACKENHAAR
210000663512,335000000000.0,Vereador,99,MARCIO SCHMIDT SIMIONATO
210000663513,46500000000.0,Vereador,171,INESIO JOSÉ GRUB
210000663582,3200000000.0,Vereador,10,ALEX SANDRO MELLER
210000663583,8800000000.0,Vereador,65,ANDRESSA CRISTINA CARDOSO
210000663584,284000000000.0,Vereador,113,DULCIMAR JOSE GUIZOLFE
210000663585,57800000000.0,Vereador,65,JESUS ALEXANDRE MULLER
210000663586,71714220000.0,Vereador,150,JOAO CARLOS SOARES
210000663587,4000000000.0,Vereador,26,MARCOS DE VARGAS PINTO
210000663588,4200000000.0,Vereador,6,ALCIDES ALTACIR KRAUSE
210000663589,4400000000.0,Vereador,48,ANTONIO SOBIS
210000663590,4300000000.0,Vereador,43,GELSON PORTES DE SA
210000663591,108000000000.0,Vereador,30,MARINES LEVANDOVSKI
210000663592,4500000000.0,Vereador,30,MAURICIO KONOGRAI
210000663593,649000000000.0,Vereador,466,ROGERIO PIZZATTO
210000663594,4000000000.0,Vereador,34,SUELEN CAROLINE ESTRAI ZAIONS
210000663595,4500000000.0,Vereador,63,SILVANA FATIMA GALIVAR MEMLAK
210000663596,4300000000.0,Vereador,36,SUELI MARISA ANDREOLLA
210000663597,493000000000.0,Vereador,210,LUIS ALBERTO MORAES
210000663598,111343750000.0,Vereador,130,ITAMAR ZUKOWSKI
210000663599,1115500000000.0,Vereador,136,TERESINHA MARIA BACCIN POLETTI
210000663600,16550000000.0,Vereador,18,MAURO ANTONIO BARBOSA
210000663601,11000000000.0,Vereador,25,SOLANGE GEMA DALL ALBA
210000663602,204639120000.0,Vereador,175,LEONIR SCANEGATTA
210000663603,4250000000.0,Vereador,34,MARGARIDA JULIAO LOURENÇO
210000663604,645603300000.0,Vereador,210,DOUGLAS MARTIN
210000663605,300732000000.0,Vereador,101,ALINE NOVAKOSKI
210000663606,304200000000.0,Vereador,152,JOSE ANTONIO SCARMIGNANI
210000663607,752000000000.0,Vereador,190,LUIZ EDUARDO RAZZIA GIACOMEL
210000663608,528800000000.0,Vereador,69,MARLI FATIMA POLLI
210000663609,1619119880000.0,Vereador,186,ANDRÉ GASPARINI
210000663610,328500000000.0,Vereador,85,LUCINDA CAVALHEIRO DALLABONA
210000663611,362000000000.0,Vereador,247,GILMAR ANTONIO VERONESE
210000663612,1098000000000.0,Vereador,133,ALBERTO ANTONIO REVERS
210000663613,204000000000.0,Vereador,56,ALINE CLARA KAMINSKI
210000663614,176566430000.0,Vereador,38,ERAJANE CRISTINA OPSZARSKI IANKEVICZ
210000663865,283000000000.0,Prefeito,814,GIOVAN POGANSKI
210000663970,10500000000.0,Vereador,360,VINICIUS DE MORAES BRASIL
210000664031,2005964000000.0,Prefeito,882,SERGIO OMAR MARCON DOS SANTOS
210000664128,30270000000.0,Prefeito,715,ADRIANO JAURI BOBRZYK
210000664190,6651000000.0,Vereador,73,ÂNDERSON FLORY FACHIN CARVALHO
210000664279,475000000000.0,Vereador,37,ROMEU HOHM
210000664280,150000000000.0,Vereador,6,VITORIA SCHINWELSKI BERTOLO
210000664281,68193540000.0,Vereador,45,CLECI RESNER SACKS
210000664282,19800000000.0,Vereador,5,AMÉLIA ROSANE ANDRZEJEWSKI
210000664283,705465320000.0,Vereador,98,CELSO TONN
210000664284,362431080000.0,Vereador,85,JUAREZ JOHNE
210000664285,137053760000.0,Vereador,56,LUCIO LANGER
210000664286,618230000000.0,Vereador,54,ROSÉLIO BORKOWSKI
210000664394,506380400000.0,Vereador,84,ÂNGELO AUGUSTO SCHIAVO LUNELLI
210000664396,10000000000.0,Vereador,50,MARLON RÉGIS SOARES
210000664397,101963720000.0,Vereador,344,ROSANE SIMON
210000664398,231611660000.0,Vereador,534,JUNIOR CARLOS PIAIA
210000664399,230000000000.0,Vereador,67,ALTAIR JOSE FARINON
210000664400,194500000000.0,Vereador,36,TERESINHA MENDONÇA
210000664401,10000000000.0,Vereador,162,JOCEMAR DA ROSA DOS REIS
210000664406,21000000000.0,Vereador,137,JOCEMAR SANTOS DE SOUZA
210000664410,132000000000.0,Vereador,86,CLOVIS AVILA DE OLIVEIRA
210000664552,190000000000.0,Vereador,29,DEISE CATIA PERIN COLOMBO
210000664553,30805180000.0,Vereador,143,LUCIANA FOLLE
210000664554,401433280000.0,Vereador,76,DIOGO ROGERIO BARUFFI
210000664555,38500000000.0,Vereador,51,GIUVAN GORROSTERAZU PIETROBOM
210000664556,12400000000.0,Vereador,26,ERLON AMAURI BARUFFI
210000664653,2039960000000.0,Vereador,74,MARLY MARIA CAMPAGNOLO
210000664654,676200000000.0,Vereador,73,BORTOLO ALCIDES GARDA
210000664655,457000000000.0,Vereador,80,LUCIANE LUNARDI COSTENARO
210000664656,16800000000.0,Vereador,53,TIAGO ANTONIO RIBEIRO TODESCATTO
210000664657,755000000000.0,Vereador,100,SADI STOCCO
210000664658,290000000000.0,Vereador,85,GENESSI DALLA PALMA
210000664659,252000000000.0,Vereador,123,DALBERTO ANTONIO RIGON
210000664660,163000000000.0,Vereador,97,DIEGO RICARDO DA ROSA
210000664661,135000000000.0,Prefeito,942,DIEGO VENDRAMIN
210000664663,118000000000.0,Vereador,22,CAROLINDA RAMOS FARAON
210000664664,247400000000.0,Vereador,103,MAURO PRIGOL RIBEIRO
210000664665,940000000000.0,Vereador,35,CARLOS ROQUE TRINDADE DOS REIS
210000664707,120000000000.0,Vereador,57,CARINE DAROLD
210000664709,49200000000.0,Vereador,81,CLAUDIOMIRO RIBEIRO DE CARVALHO
210000664710,190000000000.0,Vereador,95,MAGDEL ANNY DONATO
210000664711,437800000000.0,Vereador,63,EVERALDO PIRES
210000664714,9800000000.0,Vereador,71,LORETE ROSA CARMINATTI DE MARCHI
210000664715,911000000000.0,Vereador,303,IDACIR PEGORARO
210000664717,30000000000.0,Vereador,29,ROSANA BASSO FABRIS
210000664718,14000000000.0,Vereador,14,ADALBERTO RAMIRO GONÇALVES DA SILVA
210000664719,225500000000.0,Vereador,201,MARCIO BECKER
210000664720,75000000000.0,Vereador,114,ANDERSON ZORZI
210000664722,30000000000.0,Vereador,79,MAYKE SANTIAGO BISCAIA
210000664723,6500000000.0,Vereador,114,MAICON PAGNONCELLI
210000664771,21000000000.0,Prefeito,1257,PAULO LOPES GODOI
210000664779,389600000000.0,Vereador,70,LIANE LUCAS DA SILVA
210000664780,675000000000.0,Vereador,185,MARCIO PINTO DA SILVA
210000664781,181300000000.0,Vereador,187,NILVO ROYER
210000664782,384000000000.0,Vereador,19,NOELY GEMA MORIGI CASTOLDI
210000664783,760000000000.0,Vereador,179,ADRIANO RODRIGO MATTGE
210000664784,120104500000.0,Vereador,14,JAQUELINE GEHRING KAISER
210000664858,526546300000.0,Prefeito,1500,LUIZ PAULO MORAIS MALAQUIAS
210000665010,630000000000.0,Vereador,616,IRANDI DA SILVEIRA RODRIGUES
210000665012,33000000000.0,Vereador,85,ELAINE FIGUEIRÓ DA SILVA
210000665013,25859000000.0,Vereador,275,ALEXANDRE CARINHA NOVO
210000665015,138000000000.0,Vereador,147,LUIZ CEZAR DA SILVEIRA
210000665016,30000000000.0,Vereador,5,MARGARETH CHRISTINA SANGALLI
210000665017,3000000000.0,Vereador,212,TALIS MACHADO VELLOSO
210000665019,93169560000.0,Vereador,197,MAICON COUTINHO DUTRA
210000665021,65429730000.0,Vereador,821,JORGE LUIZ RITTER PENTEADO
210000665136,37002090000.0,Prefeito,186,AMARILDO LUIZ SABADINI
210000665203,25000000000.0,Vereador,581,RAFAEL CERVA MELO
210000665461,29990000000.0,Vereador,69,FLAVIO PATRICIO RIBEIRO DE SOUZA
210000665462,79994250000.0,Vereador,65,ROSANGELA BENACHIO DE SOUZA
210000665463,199500000000.0,Vereador,393,VALMOR VARGAS DOS SANTOS
210000665464,120200000000.0,Vereador,76,ADELAR GREGOLIN
210000665465,466912210000.0,Vereador,171,CARLOS ROBERTO RIBEIRO MARTINS
210000665466,182922320000.0,Vereador,53,INES LUCI CARMINATTI
210000665467,100000000000.0,Vereador,69,LEANDRO SOARES RODRIGUES
210000665468,419500000000.0,Vereador,66,DIVANOR RICCI
210000665469,436000000.0,Vereador,30,GILSON CANDIDO
210000665470,610000000000.0,Vereador,217,VOLNEI ARSEGO
210000665471,10000000000.0,Vereador,11,ELISANDRA DE OLIVEIRA DA SILVA VIEIRA
210000665472,93500000000.0,Vereador,197,CRISTIANE PEREIRA DE LIMA
210000665473,5018130000.0,Vereador,114,CARLA TODESCHINI
210000665474,89000000000.0,Vereador,273,ADRIANA CAMPEOL PATZLAFF
210000665475,20848920000.0,Vereador,379,ALEXANDRE PAESE
210000665476,42000000000.0,Vereador,640,MAURICIO BELLAVER
210000665477,302001000000.0,Vereador,107,NEUSA RICARDO PEREIRA
210000665478,165406500000.0,Vereador,153,VALDEMAR FERREIRA
210000665479,100000000.0,Vereador,37,GILBERTO SICHINI
210000665480,546910160000.0,Vereador,118,ELISEU ROGERIO DA SILVA
210000665481,770226520000.0,Vereador,710,EURIDES SUTILLI
210000665482,343539000000.0,Vereador,83,UMBERTO ANTONIOLLI
210000665611,615000000000.0,Vereador,295,JOSE ALVES MOREIRA NETO
210000665612,277400000000.0,Vereador,170,JOAO ELBERTO BRAUM COLLING
210000665613,195913820000.0,Vereador,62,MARLENE MARIA KREWER
210000665872,44443940000.0,Vereador,35,ANA PAULA SILVA DE CASTRO MASCARIN
210000665873,8000000000.0,Vereador,291,PATRÍCIA MENDES DINIZ
210000665874,242892440000.0,Vereador,197,PEDRO CANISIO SCHNEIDER
210000665876,57952470000.0,Vereador,85,WILSON WISSMANN
210000665877,246368800000.0,Vereador,286,ANDRÉ DALL AGNOL
210000665879,378309750000.0,Vereador,103,JORGE NESTOR MICHAELSEN
210000665880,31229000000.0,Vereador,98,MARIA CRISTINA SANTANA DOS SANTOS XAVIER
210000665881,1438542480000.0,Vereador,470,ORACI DE FREITAS
210000665882,171616880000.0,Vereador,162,SIMPLICIO ROMEO SCHWANTES
210000665965,1320800000000.0,Vereador,83,CENIRA MATHIEU
210000665966,136639400000.0,Vereador,275,CLAUDIO ANTONIO GOTTSCHALK
210000665967,186993060000.0,Vereador,68,FLÁVIO DINIS MOREIRA GONÇALVES
210000665972,394000000000.0,Vereador,59,VOLMIR ZACHER BIERHALS
210000665973,120432000000.0,Vereador,137,NEIVA FLORES MARTINS
210000665974,161440060000.0,Vereador,185,PAULO CÉSAR SOARES
210000665975,375000000000.0,Vereador,54,BRAULIO BERTOLDO KAYSER
210000665976,67000000000.0,Vereador,99,EDIR EVANDRO BERTOTTI
210000665977,42000000000.0,Vereador,93,ILAINE BEATRIZ KRÜGER
210000665978,215290000000.0,Vereador,42,REMI JOSÉ SCHNEIDER
210000666161,480790870000.0,Prefeito,2834,MÁRIO ROBERTO UTZIG FILHO
210000666299,656500000000.0,Vereador,183,ROGÉRIO JOSÉ RECH
210000666300,358550000000.0,Vereador,273,FLAVIO JUNIOR ILHA
210000666302,1500000000.0,Vereador,68,MAÍRA DE MORAES DOS PASSOS
210000666303,8272410000.0,Vereador,30,MARLA FERNANDA MORSCH DE MORAES
210000666304,190638000000.0,Vereador,101,SIDNEI DA ROSA FRANCO
210000666305,223000000000.0,Vereador,175,ALCENIO MACHADO DA SILVA
210000666306,398955320000.0,Vereador,220,LORENO LUIS LOPES
210000666307,219915560000.0,Vereador,42,LUCIA APARECIDA DE MOURA
210000666308,100164260000.0,Vereador,94,RENATO RUBERT
210000666309,1979890780000.0,Prefeito,5595,JOÃO VESTENA
210000666359,954000000000.0,Vereador,210,JAIR RIBEIRO PLACIDO
210000666360,281000000000.0,Vereador,44,JOSE IDOALDO VASCONCELOS DE VARGAS
210000666361,96000000000.0,Vereador,72,TATIANE PEREIRA DE MARINS
210000666362,223000000000.0,Vereador,39,ILISOETE BORGES LACERDA
210000666363,333000000000.0,Vereador,437,FILIPE TORRES GUIMARÃES
210000666364,185000000000.0,Vereador,159,JANETE INÊS BALCZAREK
210000666365,52500000000.0,Vereador,98,ROBERTO PSZIGODINSKI
210000666366,135000000000.0,Vereador,75,ADRIANE DA SILVA CARDOSO
210000666367,28000000000.0,Vereador,236,SAMIR SADED DIN DE SOUZA
210000666368,3000000000.0,Vereador,32,ALEX BUENO KENNE
210000666369,46000000000.0,Vereador,253,RITA DE CÁSSIA REMBOWSKI
210000666370,217000000000.0,Vereador,43,CARINE LOPES RODRIGUES
210000666371,505500000000.0,Vereador,444,MARCO AURELIO TYSKA
210000666373,56500000000.0,Vereador,102,ANTONIO CARLOS SANTOS
210000666374,176500000000.0,Vereador,201,BRUNO ALBERTO ANDREIS
210000666375,285161000000.0,Vereador,461,CLOVIS DANEI ALVES DA SILVA
210000666376,195000000000.0,Vereador,1309,ORLI SOARES SALDANHA
210000666377,190000000000.0,Vereador,142,PAULO ROBERTO PACHECO
210000666379,1188482220000.0,Vereador,1860,RENATO JOSE FERREIRA DE OLIVEIRA
210000666383,75000000000.0,Vereador,344,TATIANE DUARTE DE OLIVEIRA SILVA
210000666384,300000000000.0,Vereador,193,VAGNER REIS ELIAS
210000666390,130000000000.0,Vereador,200,LUIS CLAUSER RODRIGUES DE LIMA
210000666392,143000000000.0,Vereador,41,JOSE IVANIR RODRIGUES POLICENA
210000666393,53500000000.0,Vereador,380,CARLOS MARTINELLI
210000666395,187686990000.0,Vereador,52,CLAUDEMIR ZAMBONI AMERICO
210000666396,482000000000.0,Vereador,139,LUIS FERNANDO POSSAMAI
210000666397,45000000000.0,Vereador,260,FABIANO FRANCISCO DA COSTA
210000666400,20000000000.0,Vereador,54,JAIR LUIZ DE OLIVEIRA
210000666416,17000000000.0,Vereador,214,JOSÉ ORESTES LOVATO
210000666419,2000000000.0,Vereador,65,JAIR DIAS DOS SANTOS
210000666420,2000000000.0,Vereador,28,JANETE FATIMA ALVES FERREIRA
210000666421,102000000000.0,Vereador,9,TAÍS FÁTIMA IUNG PARODI
210000666422,58000000000.0,Vereador,84,VALDECIR LUIZ TOIGO
210000666423,2000000000.0,Vereador,7,WANDERLEI XAVIER
210000666424,2000000000.0,Vereador,79,JULIANO DOS SANTOS
210000666425,20000000000.0,Vereador,30,TERESINHA DE FÁTIMA CASALI
210000666426,2000000000.0,Vereador,13,CLENIR DOS REIS DIAS DOS SANTOS
210000666427,2000000000.0,Vereador,58,ELENA RODRIGUES LIS CANDIDO KOSSMAN
210000666428,656423720000.0,Vereador,72,SEDENIR CLÓVIS BERTÉ
210000666429,259500000000.0,Vereador,48,ALDUIR ADRICHEN
210000666430,540000000000.0,Vereador,66,CLÓVIS EDUARDO KUJAWINSKI
210000666431,2000000000.0,Vereador,59,ELISA VALDETE KOHN
210000666459,100000000.0,Prefeito,11749,JULIO CESAR FREITAS DA ROSA
210000666487,252500000000.0,Vereador,29,NILVA BERTUOL BRUN
210000666488,2377500000000.0,Vereador,184,MAURI BALBINOT
210000666491,174604540000.0,Vereador,167,GILNEI ANTONIO PALAVICINI
210000666492,865000000000.0,Vereador,56,CLAUDETE LAZAROTTO HAIDUKI
210000666493,117000000000.0,Vereador,49,IVETE MULLER KASSNER
210000666494,24679720000.0,Vereador,76,SALETE SANGALLI LUFT
210000666495,1000000000.0,Vereador,11,ELAINE CATARINA BRISTOTT CIAPPARINI
210000666496,172897150000.0,Vereador,66,ODELCIO GRANDO
210000666497,768000000000.0,Vereador,37,VITAMIR BORDIGNON
210000666498,130271940000.0,Vereador,27,IVALINO CARRARO
210000666499,538000000000.0,Vereador,115,JANDIR ANDRETTA
210000666500,524000000000.0,Vereador,128,MAXIMINO ERNESTO LORENZETTI
210000666501,35940000.0,Vereador,162,SANDRA MARI SOARES
210000666502,29000000000.0,Vereador,90,CLARICE PEREIRA BOEIRA COGHETTO
210000666503,126000000000.0,Vereador,143,ELIO LACIR SCHINOFF
210000666504,39500000000.0,Vereador,118,ALEX VICENTE PEREIRA
210000666505,120208440000.0,Vereador,209,CLAUDIOVANI MAHL DE ABREU
210000666508,268593230000.0,Vereador,549,MARCIO ROSALES NUNES
210000666509,2500000000.0,Vereador,321,TAYLINE DOS SANTOS DILLMANN GONÇALVES
210000666510,330000000000.0,Vereador,40,ROSA MARIA SILVA KENES
210000666512,10000000000.0,Vereador,404,RUBE CORREIA NUNES
210000666513,90000000000.0,Vereador,192,SILVIA REGINA SONEMANN
210000666514,355000000000.0,Vereador,467,CLAYTON LUIS DWORZECKI SOARES
210000666515,212000000000.0,Vereador,67,ELISA BEATRIS RODRIGUES WESTPHAL
210000666517,159000000000.0,Vereador,325,JONATHAN DERING BIERHALS
210000666520,548000000000.0,Vereador,386,LEOMAR BOEIRA DA COSTA
210000666522,288163600000.0,Vereador,911,VINICIOS DA ROCHA DE ARAÚJO
210000666532,551350000000.0,Prefeito,7332,MARTIM ZACHOW
210000666533,170000000000.0,Vereador,273,JOAO ANTONIO TROES
210000666534,16500000000.0,Vereador,20,DANIELA SOFIA MULLER
210000666535,14000000000.0,Vereador,15,MARIA LUCIA GOULART OST
210000666536,357363890000.0,Vereador,702,PEDRO VITOR MARTINI
210000666537,10000000000.0,Vereador,180,ROBERTO LUIZ MUNCHEN
210000666538,257000000000.0,Vereador,8,ROSANE PLAUTZ
210000666539,434000000000.0,Vereador,399,VALDECIR KRONITZKY
210000666540,13000000000.0,Vereador,286,MARCELO ANTONIO MULLER
210000666541,352584790000.0,Vereador,127,ARLINDO LOOSE
210000666543,601139180000.0,Vereador,576,JOSE LUIZ DE MELLO ALMEIDA
210000666544,139451000000.0,Vereador,229,LEONES WAGNER
210000666547,62000000000.0,Vereador,48,VALDIR FREITAS DE OLIVEIRA
210000666549,540806930000.0,Vereador,379,ENIO WALMIR SCHMITZ
210000666551,9384000000.0,Vereador,1,JOCELIA JANICE DE OLIVEIRA
210000666552,250000000000.0,Vereador,46,ZENI ESCHER
210000666553,444909810000.0,Vereador,196,AIRTON SIMON
210000666554,140081500000.0,Vereador,822,ALTAIR DE ANDRADE ROCHA
210000666555,156500000000.0,Vereador,742,JORGE WAGNER DOS SANTOS
210000666758,129199000000.0,Vereador,30,ADEMAR GONCALVES DE MOURA
210000666760,300000000000.0,Vereador,423,JONATAN VAGNER BORGES DE BORBA
210000666763,204000000000.0,Vereador,597,MARCOS DE LACERDA
210000666771,546463000000.0,Vereador,763,ELIAS ROSA FERNANDES
210000666772,19973000000.0,Vereador,60,JULIANO DOS SANTOS CORTES
210000666774,20561000000.0,Vereador,47,MAGDA HIRANO
210000666957,3000000000.0,Vereador,7,EUCLIDES SCHAEFFER
210000666958,12000000000.0,Vereador,10,JOÃO BRUNO GONÇALVES PUCKES
210000666959,348000000000.0,Vereador,48,LEOVALDO NISSEL
210000666961,70000000000.0,Vereador,13,ANGELITA MACIEL PRATES
210000666995,103044960000.0,Vereador,33,CARLA CLEMENTINA DA SILVA DUARTE
210000666996,18000000000.0,Vereador,9,CLAUDIA MARQUES
210000666997,264000000000.0,Vereador,103,DANIEL GEREMIAS BOETCHER
210000666998,74400000000.0,Vereador,60,EDER LUIZ MAHL
210000666999,105000000000.0,Vereador,76,MARIA BAUMGARTEN
210000667000,280000000000.0,Vereador,89,JANICE MARIA SCHNEIDER ZIMMER
210000667001,513099430000.0,Vereador,46,JULIO JACOB FUNK
210000667002,15000000000.0,Vereador,37,RAFAEL KUNRATH
210000667003,2148130090000.0,Vereador,107,IRENO ANTONIO DOS REIS
210000667004,78000000000.0,Vereador,76,IRINI MARIA KREWER
210000667005,26000000000.0,Vereador,82,JAIR JOSE KLAGENBERG
210000667022,98214820000.0,Vereador,149,NÁDIA MARIANE WINTER
210000667023,5100000000.0,Vereador,20,FABIANO RÜBENICH
210000667024,69596950000.0,Vereador,22,MARCIANE PAPKE
210000667025,103449410000.0,Vereador,130,IVANOR BOSSE
210000667026,44500000000.0,Vereador,93,LUCAS CLARO
210000667027,187850000000.0,Vereador,53,ZILMAR JOSÉ MÜHL
210000667028,27374170000.0,Vereador,25,DÉBORA APARECIDA KEMERICH
210000667029,410926810000.0,Vereador,113,ILGO ODALVO DICKEL
210000667030,874929210000.0,Vereador,162,PAULO BETTIO
210000667031,21775690000.0,Vereador,114,ROSA MARLENE MARTINS FÜLBER
210000667032,2000000000.0,Vereador,22,SUELEN RIBEIRO RENNER
210000667033,175074290000.0,Vereador,111,JORGE ERNESTO MARETH
210000667034,1893000000000.0,Vereador,73,LAUDENO ODAIR SCHREINER
210000667035,30535730000.0,Vereador,102,NATÂNIA LOESCH
210000667055,674858780000.0,Prefeito,1234,VALOIR CHAPUIS
210000667144,500000000000.0,Prefeito,840,ROGÉRIO INÁCIO DILLENBURG
210000667145,209000000000.0,Vereador,459,VASCO HENRIQUE ASAMBUJA DE CARVALHO
210000667146,150000000000.0,Vereador,86,PAULO SERGIO PEREIRA MACHADO
210000667147,112000000000.0,Vereador,234,PATRÍCIA REGINALDO SOARES BATAGLIN
210000667149,110000000000.0,Vereador,129,JOÃO VALTONI ALMEIDA DE MELO
210000667150,66500000000.0,Vereador,436,LEONARDO TAILOR DE OLIVEIRA PILAR
210000667151,65000000000.0,Vereador,97,JUSCELAINE DOMINGUES KISTER
210000667153,100000000000.0,Vereador,513,MIGUEL FLORENI BEREN LAMBERTI
210000667156,5430000.0,Prefeito,1662,ROITMAN STTIVER RIBEIRO MANGANELLI
210000667250,19000000000.0,Prefeito,3268,LUIZ CARLOS FOLADOR
210000667251,28664000000.0,Vereador,259,FABRÍCIO DOMINGUES MORAES
210000667252,44388640000.0,Vereador,458,GILDO ANTÔNIO FEIJÓ DA SILVA
210000667253,30000000000.0,Vereador,48,ANTONIO HELEM BORGES DA ROCHA
210000667254,44860000000.0,Vereador,50,ROGER ROSA CORREA
210000667257,150000000000.0,Vereador,133,ANDRÉIA CRISTINA RANGEL COUTINHO
210000667258,163000000000.0,Vereador,175,ADRIANO REVELANTE FAGUNDES
210000667259,308100000000.0,Vereador,26,LUIZ FERNANDO TORRES
210000667260,132000000000.0,Vereador,1,ARLENE TERESINHA RAUPP DUARTE
210000667262,58739000000.0,Vereador,16,CRISTIANE FERNANDES DOS SANTOS
210000667263,20587000000.0,Vereador,190,HULDA MARIA DA SILVA ALVES
210000667265,54065830000.0,Vereador,77,ALINE SOFIA SCHLIECK
